onset	duration	temperature	ratings	regulate-up/down
2064.216	12.5	44.300000	n/a	n/a
2082.249	11.0	n/a	50.000000	n/a
2099.485	12.5	44.300000	n/a	n/a
2118.515	11.0	n/a	9.000000	n/a
2135.751	12.5	45.300000	n/a	n/a
2154.781	11.0	n/a	15.000000	n/a
2175.009	12.5	47.300000	n/a	n/a
2194.039	11.0	n/a	177.000000	n/a
2210.261	12.5	43.300000	n/a	n/a
2230.289	11.0	n/a	3.000000	n/a
2248.522	12.5	46.300000	n/a	n/a
2266.555	11.0	n/a	82.000000	n/a
2284.788	12.5	45.300000	n/a	n/a
2305.813	11.0	n/a	34.000000	n/a
2324.046	12.5	47.300000	n/a	n/a
2341.065	11.0	n/a	185.000000	n/a
2360.295	12.5	43.300000	n/a	n/a
2378.312	11.0	n/a	8.000000	n/a
2397.542	12.5	44.300000	n/a	n/a
2414.561	11.0	n/a	2.000000	n/a
2432.794	12.5	46.300000	n/a	n/a
2452.805	11.0	n/a	146.000000	n/a
