onset	duration	temperature	ratings	regulate-up/down
1228.216	12.5	46.300000	n/a	n/a
1246.249	11.0	n/a	163.000000	n/a
1264.482	12.5	45.300000	n/a	n/a
1281.485	11.0	n/a	42.000000	n/a
1299.718	12.5	45.300000	n/a	n/a
1319.745	11.0	n/a	23.000000	n/a
1336.981	12.5	43.300000	n/a	n/a
1357.989	11.0	n/a	5.000000	n/a
1375.225	12.5	43.300000	n/a	n/a
1394.239	11.0	n/a	2.000000	n/a
1410.461	12.5	46.300000	n/a	n/a
1430.488	11.0	n/a	70.000000	n/a
1448.721	12.5	44.300000	n/a	n/a
1466.738	11.0	n/a	25.000000	n/a
1485.968	12.5	44.300000	n/a	n/a
1502.971	11.0	n/a	14.000000	n/a
1521.204	12.5	42.300000	n/a	n/a
1540.234	11.0	n/a	5.000000	n/a
1559.464	12.5	42.300000	n/a	n/a
1578.478	11.0	n/a	4.000000	n/a
1595.714	12.5	46.300000	n/a	n/a
1613.747	11.0	n/a	129.000000	n/a
