onset	duration	temperature	ratings	regulate-up/down
428.216	12.5	45.300000	n/a	n/a
447.23	11.0	n/a	153.000000	n/a
465.463	12.5	46.300000	n/a	n/a
482.466	11.0	n/a	161.000000	n/a
500.699	12.5	46.300000	n/a	n/a
519.729	11.0	n/a	149.000000	n/a
535.951	12.5	44.300000	n/a	n/a
553.968	11.0	n/a	24.000000	n/a
571.203	12.5	43.300000	n/a	n/a
590.217	11.0	n/a	12.000000	n/a
609.447	12.5	42.300000	n/a	n/a
629.459	11.0	n/a	2.000000	n/a
647.691	12.5	45.300000	n/a	n/a
667.703	11.0	n/a	40.000000	n/a
685.935	12.5	45.300000	n/a	n/a
706.944	11.0	n/a	34.000000	n/a
727.171	12.5	42.300000	n/a	n/a
745.188	11.0	n/a	6.000000	n/a
764.418	12.5	44.300000	n/a	n/a
782.451	11.0	n/a	22.000000	n/a
799.687	12.5	43.300000	n/a	n/a
816.706	11.0	n/a	20.000000	n/a
